Title,Singer,Lyric
외톨이,아웃사이더,상처를 치료해줄 사람 어디 없나 가만히 놔두다간 끊임 없이 덧나 사랑도 사람도 너무나도 겁나 혼자인 게 무서워 난 잊혀 질까 두려워 상처를 치료해줄 사람 어디 없나 가만히 놔두다간 끊임 없이 덧나 사랑도 사람도 너무나도 겁나 혼자인 게 무서워 난 잊혀 질까 두려워 언제나 외톨이 맘의 문을 닫고 슬픔을 등에 지고 살아가는 바보 두 눈을 감고 두 귀를 막고 캄캄한 어둠 속에 내 자신을 가둬 365일 일년 내내 방황하는 내 영혼을 쫓아 키를 잡은 Jack Sparrow 몰아치는 Hurricane 졸라매는 허리끈에 방향감을 상실하고 길을 잃은 소리꾼 내 안에 숨어있는 또 다른 나와 싸워 그녀가 떠나갈 때 내게 말했었지 너는 곁에 있어도 있는 게 아닌 것 같다고 만지면 베어버리는 칼날 같은 사람 심장이 얼어붙은 차가웠던 사랑 그래 1분 1초가 사는게 사는게 아냐 매일 매일이 너무나 두려워 M'aider 누가 날 좀 꺼내줘 언제나 외톨이 맘의 문을 닫고 슬픔을 등에 지고 살아가는 바보 두 눈을 감고 두 귀를 막고 캄캄한 어둠 속에 내 자신을 가둬 언제나 외톨이 맘의 문을 닫고 슬픔을 등에 지고 살아가는 바보 두 눈을 감고 두 귀를 막고 캄캄한 어둠 속에 내 자신을 가둬 아무도 모르게 다가온 이별에 대면했을 때 또 다시 혼자가 되는 게 두려워 외면했었네 꿈에도 그리던 지나간 시간이 다시금 내게로 되돌아오기를 바라는 간절한 맘으로 밤마다 기도했었네 시위를 당기고 내 손을 떠나간 추억의 화살이 머나먼 과녁을 향해서 한없이 빠르게 날아가 내게로 돌아와 달라고 내 손을 붙잡아 달라고 부르고 불러도 한없이 소리쳐 대봐도 아무런 대답이 없는 널 내 기억 속에서 너라는 사람의 존재를 완전히 지우려 끝없이 몸부림 쳐봐도 매일밤 꿈에서 그대가 나타나 흐르는 눈물을 닦아주는걸 나 어떡하라고 다 끄떡없다고 거짓말하라고 더는 못 참겠다고 나도 아플 땐 아프다고 슬플 땐 슬프다고 얼어붙은 심장이 자꾸만 내게로 고자질해 정말로 끝이라고 정말로 괜찮다고 꾹 참고 참았던 눈물이 자꾸만 내게로 쏟아지네 상처를 치료해줄 사람 어디 없나 가만히 놔두다간 끊임 없이 덧나 사랑도 사람도 너무나도 겁나 혼자인 게 무서워 난 잊혀 질까 두려워 상처를 치료해줄 사람 어디 없나 가만히 놔두다간 끊임 없이 덧나 사랑도 사람도 너무나도 겁나 혼자인 게 무서워 난 잊혀 질까 두려워 언제나 외톨이 맘의 문을 닫고 슬픔을 등에 지고 살아가는 바보 두 눈을 감고 두 귀를 막고 캄캄한 어둠 속에 내 자신을 가둬 언제나 외톨이 맘의 문을 닫고 슬픔을 등에 지고 살아가는 바보 두 눈을 감고 두 귀를 막고 캄캄한 어둠 속에 내 자신을 가둬
날개뼈 (Hot Wings) (Feat. 효린 Of Sistar),다이나믹 듀오,호텔 룸 오션 뷰 우리 둘이 swim good 니가 머리를 올려 묶을 때 살짝 보이는 날개뼈 fly baby 날개뼈 아름다워 넌 나의 천사 물기가 마른 다음 날개 펴 baby baby 창문 좀 열어 환기 좀 해 소금을 뿌린 바람 향긋하네 헝클어 뜨리지마 정수리 뒤에 붙은 포니테일 너의 이브닝 드레스 무늬에 몰입돼 밤 하늘에 달 전등은 켜지고 얼음은 녹아 마시기 쉬워지고 사회 종교 예술 가십 어떤 이슈던 간에 말이 잘 통해 박수 소리가 나네 오늘만 날이 아냐 난 급하지 않아 내 시간은 느리고 마음에는 공간이 많아 대화는 귀부터 행동은 신중하게 자기 말만 하는 성급한 마초들과는 달라 it's all right 물은 우리 체온보다 약간 높아 같이 풍덩 살색 잠수정 두 대의 나선형의 운전 호텔 룸 오션 뷰 우리 둘이 swim good 니가 머리를 올려 묶을 때 살짝 보이는 날개뼈 fly baby 날개뼈 아름다워 넌 나의 천사 물기가 마른 다음 날개 펴 Ready Action 로케이션 풀 빌라 하늘이 붉게 물드는 이 시간 태양은 바다 속으로 숨지 출연은 단 두 명 너와 나 bgm은 네오소울 뮤직 따끈해진 자쿠진 막 따낸 샴페인처럼 거품을 뿜어 그 거품들은 부드럽게 우리 둘을 품어 술잔에 입 맞추며 주고받지 입꼬릴 살짝 올릴 만큼의 가벼운 유머 어색한 연출 따윈 필요 없어 넌 충분해 니 모습 그대로 내 옆자릴 빛내줘 넌 최고의 조명 내 얼굴은 한없이 밝아져 내 옆에서 웃는 널 보면 it’s all right 물은 우리 체온보다 약간 높아 같이 풍덩 살색 잠수정 두 대의 나선형의 운전 beautiful 오션 뷰 swim good 너의 어깨 뒤로 살짝 보이는 검은색 하늘과 바다 그림같이 너무 아름다워 내게 더 가까이 다가와 밤 하늘아래 별별 우리 머리 위에 미러볼 너는 나의 bonita applebum 아침 식사는 미뤄둬 she gotta put me on 너와 내 입술은 춤을 춰 밤새도록 부드럽게 이 꿈같은 분위기 안 깨도록 천천히 빨라지는 너와 내 심장 박동의 리듬은 자연스럽게 열어줘 너에게 가는 길을 호텔 룸 오션 뷰 우리 둘이 swim good 니가 머리를 올려 묶을 때 살짝 보이는 날개뼈 fly baby 날개뼈 아름다워 넌 나의 천사 물기가 마른 다음 날개 펴 baby baby 넌 나의 천사 물기가 마른 다음 날개 펴 baby baby 넌 나의 천사 물기가 마른 다음 날개 펴 넌 나의 천사 물기가 마른 다음 날개 펴 날개 펴 Yeah
Good Love (Feat. BSK a.k.a 김범수),다이나믹 듀오,Good love - Double D  Yeah~ Ooh~ 베이베 oh 넌 날개를 펴 지옥에서 날 꺼내줘 내가 힘들 때면 가녀린 니 어깨를 줘 작은 손으로 머리를 만져주며 불면증도 도망가 불같은 나를 잠재우는 소방관 너 없인 그 어떤 공간에 있어도 무덤이 돼 떨어져 있어도 혼자라는 것이 부담이 돼 외줄타기 세상살이에 넌 내 낙하산이 되주네 어디론가 숨고 싶을 때 넌 다락방이 되주네 나무라고 쳐 난 뿌리고 넌 꽃이야 널 위해 어둠만 상대 할 테니까 넌 활짝 펴 난 기도해 항상 니가 다 잘 되길 영원히 해줄게 배줄래 내 팔베게  내 옆자리에 앉아서 내게 기대 눈 감고서 바보 같은 날 위해서 영원을 약속 해줘서  고마워 내게 준 Good love Good love Good love 고마워 Good love Good love Good love  넌 너무 쉽게 꼭꼭 잠궈둔 내 마음의 금고를 부셨어 그리고 아주 비싼 내 마음을 훔쳤어 다 갔다 붙였어 니 마음 옆에다 그 후론 가둬 버렸어 사랑이란 섬에다 넌 꽃 중에 꽃 내게 그 누구보다도 기뻐 벗 중에 벗 우리 관계는 너무나 깊어 넌 덫 중에 덫 내 발목을 꽉 잡은  우리 사랑은 누구도 못 넘보는 벽 중에 벽 우리는 다투기도 해 서로 화풀기도 해 때론 남 보다 더 차갑기도 해 얼음처럼 그래도 걱정 안돼 우리둘의 관계 소주 한 잔이면 풀어지니까 처음처럼  내 옆자리에 앉아서 내게 기대 눈 감고서 바보 같은 날 위해서 영원을 약속 해줘서  고마워 내게 준 Good love Good love Good love 고마워 Good love Good love Good love  두 발 자전거 첫 패달을 처음 밟는 아이처럼 삶의 비틀 거릴때도 날 잡아 줘서 성공의 집착해서 성격이 좀 삐딱해져 술에 취해 비틀 거릴 때도 날 잡아 줘서 넌 너무 착해 어쩔 땐 좀 딱해 때론 난 참 못되고 야박해 그래도 날 믿어 나의 치어리더 숨이 내 허파를 떠날 때까지 널 위해 뛰어 누군가는 날 보고 미쳤댔지만 너와 함께 할 수 있다면 나 미치고 싶어 누군가는 우릴 손가락질 했지만 어렵게 깍지 낀 손 절대 놓치기 싫어 넌 죽어 버린 나란 별에 다시 불을 붙였어 난 태양이 돼 니 두 눈에 오랜 장마를 그쳤어 봄날에 향기처럼 풋풋한 우리 사랑의 숨결 속에서 난 다시 영원을 꿈꿔  good love good love good love 고마워 good love good love
내가 웃는게 아니야 (Feat. ALI),리쌍,날 사랑한다는 말 천 번을 넘게 내 맘 구석구석 빼곡히 써놓고 이제 와 나를 망부석 여인처럼 남겨둔 채 방 한구석 먼지처럼 나를 밀어둔 채 헤어지자 말하는 너의 뺨을 나도 모르게 때리고 내 발목을 잡는 땅을 억지로 뿌리치며 한참을 걸으며 다짐했어 다신 내 곁에 널 두지 않겠다고 여태 너를 지키기 위해 했던 나의 노력 그 모든 걸 다 오려 저 달리는 차들 속으로 던지고 눈물 섞인 웃음을 짓고 어떻게든 너보단 잘 살 거라는 믿음 저 짙은 어둠속에 새기며 내가 웃는게 웃는게 아니야 또 내가 걷는게 걷는게 아니야 너의 기억 그 속에선 난 눈물 흘려 너를 기다릴 뿐 내가 웃는게 웃는게 아니야 또 내가 걷는 게 걷는게 아니야 너의 기억 그 속에서 난 눈물 흘려 너를 기다릴 뿐 며칠이나 지났을까 늦가을 쓸쓸한 거리처럼 물가의 홀로 앉은 낚시꾼처럼 외로움과 기다림에 지친 난 끝없는 줄담배에 기침을 하며 미친듯이 추억속으로 빨려들어가 애교 섞인 목소리에 꺾인 나뭇가지 처럼 쓰러져 그녀의 품에 안기고 달콤한 꿈에 부풀어 영원히 나를 붙들어 매라며 농담을 하고 어디를 가도 누구를 만나도 언제나 둘이기에 즐거운 분위기에 우리는 항상 행복해 했었지 그랬었지 하지만 이젠 그녀는 내 곁에 없지 난 또 외로움에 밤길을 걷지 그대 떠나보낸 내 가슴에 눈물이 차올라 날 흔들며 아프게 해 그대 떠나보낸 내 두눈에 어둠이 다가와 또 난 너를 잊을래 난 너를 잊을래 아무리 외쳐봐도 그게 안돼 너를 아껴주지 못해 또 후회하네 너를 잊을래 난 너를 잊을래 아무리 외쳐봐도 그게 안돼 네가 웃던 기억속에 또 미쳐가네 내가 웃는게 웃는게 아니야 또 내가 걷는게 걷는게 아니야 너의 기억 그 속에선 난 눈물 흘려 너를 기다릴 뿐 내가 웃는게 웃는게 아니야 또 내가 걷는 게 걷는게 아니야 너의 기억 그 속에서 난 눈물 흘려 너를 기다릴 뿐 너 없는 아픔에 모든건 눈물을 흘리며 코를 푸네 남자답게 웃고 싶지만 매순간 멍해지는 습관 고쳐지질 않고 남자답게 웃고 싶지만 남자답게 난 웃고싶지만 밥 한숟갈 떠 넣기가 이렇게 힘들수가 날 위로하는 친구의 웃음도 내 눈엔 슬픈 구슬로 바뀌어 웃으려 웃어봐도 안되는 난 먼곳으로 내가 웃는게 웃는게 아니야 또 내가 걷는게 걷는게 아니야 너의 기억 그 속에선 난 눈물 흘려 너를 기다릴 뿐 내가 웃는게 웃는게 아니야 또 내가 걷는 게 걷는게 아니야 너의 기억 그 속에서 난 눈물 흘려 너를 기다릴 뿐
충분히 예뻐 (feat. 산체스 Of 팬텀),버벌진트,girl you know you deserve better 충분히 예뻐 그런 남자 때문에 상처받아 울기엔 넌 너무 아름다운 걸 고개 들어봐 화장이 이게 뭐야 그 손 내려봐 또 울었니 설마 몇 번을 말했어 그 남잔 아니라고 걔랑 만난 후로 너 잠깐만이라도 행복하다 생각한 적 있니 그는 널 얼마나 소중하게 여기니 그 사람에게 넌 단지 장식품 관심도 없겠지 네 감정 네 상처와 네 꿈 그런 남자에겐 네가 아까워 매일 눈물 흘리기엔 넌 너무 아름다워 넌 사랑받아야 돼 그럴 자격 있어 널 소중하게 대할 남자 여기 있어 충분히 예뻐 그런 남자 때문에 상처받아 울기엔 넌 너무 아름다운 걸 내가 그에게서 벗어나게 해줄게 네 아름다운 두 눈에서 눈물 마르게 해줄게 충분히 예뻐 넌 girl you deserve better love girl 이해가 안 가 어째서 넌 그 사람에게서 떠나지 않는지 아프면서도 계속 처음 그 자리로 돌아가잖아 바보도 아니고 난 화가 나 한 번만 더 널 울게 만들면 그 땐 나도 뭔 짓을 할지 몰라 못 참아 그런 남자 때문에 울기엔 넌 충분히 예뻐 꺼내줄게 너 거기에서 사랑 때문에 울기엔 넌 충분히 예뻐 내가 네 곁에 있게 해줘 pretty girl 그 남자는 아직 너를 몰라 he doesn't know pretty girl 네 안에 있는 보석을 못봐 he's blind to it blind to it 너무도 일방적인 일방적인 그런 관계에서 벗어나게 해줄게 내가 널 행복하게 해줄게 충분히 예뻐 그런 남자 때문에 상처받아 울기엔 넌 너무 아름다운 걸 you deserve better 내가 그에게서 벗어나게 해줄게 get you out of there 네 아름다운 두 눈에서 눈물 마르게 해줄게 충분히 예뻐 상처받아 울기엔 넌 너무 아름다운 걸 내가 그에게서 벗어나게 해줄게 네 아름다운 두 눈에서 눈물 마르게 해줄게 충분히 예뻐 넌 충분히 예뻐 넌 you deserve better love you deserve better 근데 어째서 넌 그런 남자의 곁에 있는지 I wonder 충분히 예뻐 넌 충분히 예뻐 넌 you deserve better love you deserve better 내가 행복하게 해줄게 baby girl if you come to me
아이스크림,MC몽,I will love you think about you 달콤했던 우리 사랑 I will love you think about you 잊지는 마 forever be with you 동서남북 어디에서도 나란 얼간이는 없다고 그래도 너 하나만 사랑한다고 쉽게 녹아 버린 네 마음 상처받은 MC몽 사랑은 아아아아 아이스크림 널 처음 봤을 때부터 심장은 얼어붙어 달콤한 향기에 뜨겁게 밀어붙여 늑대들아 저리 비켜 아무나 붙어 이 여잔 이미 내 꺼니까 저리 비켜 나는야 사랑에 목마른 나그네 들뜬 내 마음에 네 얼굴을 그리네 굳게 닫힌 니 마음이 녹아버리게 버리게 빠르게 믿음을 확인시켜줄게 오늘 밤이 너무 짧아 아쉬워서 못 보내고 네 다리가 아플까봐 너를 업고 집에 가고 누가 봐도 상관없어 내 옆에는 니가 있어 너 하나만 사랑한다고 I wanna spend my whole life with you 네가 없으면 안 되는 내 아픈 이유 Everytime I look at U 사랑해 I love you oh thank you 동서남북 어디에서도 나란 얼간이는 없다고 그래도 너 하나만 사랑한다고 쉽게 녹아 버린 네 마음 상처받은 MC몽 사랑은 아아아아 아이스크림 I will love you think about you 달콤했던 우리 사랑 I will love you think about you 잊지는 마 forever be with you make it hot 우리는 뜨겁게 make it hot 사랑을 나눴네 스트로베리보다 상큼했던 그녀 초콜릿보다 달콤했던 그년데 불 같은 사랑은 금방 식어버린 믿음은 얼음처럼 금방 녹아버린 시리고 시린 쉽게 질려버린 도대체 뭐를 원해 do you want it like that Break up to make up make up to break up 깨지고 화해하고 다시 또 차버리고 처음부터 꼬여왔던 우리 작은 trouble 누가 이기고 지느냐가 너는 중요해 상처투성인 mc몽 네가 떠나서 나는 지친 몸 오늘 밤 꿈을 꿨어 너와 함께 living it up 외로움에 치를 떨어 오늘 밤이 너무 길어 동서남북 어디에서도 나란 얼간이는 없다고 그래도 너 하나만 사랑한다고 쉽게 녹아 버린 네 마음 상처받은 MC몽 사랑은 아아아아 아이스크림 I will love you think about you 달콤했던 우리 사랑 I will love you think about you 잊지는 마 forever be with you I got your back you got my back Everynight oh every day 사랑이 이렇게 차갑게 느껴진 적 없었어 I got your back you got my back Everynight oh every day 너를 위해 웃을게 사랑해 널 위해 사는 나 동서남북 어디에서도 나란 얼간이는 없다고 그래도 너 하나만 사랑한다고 쉽게 녹아 버린 네 마음 상처받은 MC몽 사랑은 아아아아 아이스크림 짜잔
연결고리#힙합,BOBBY,Yeah It’s that remix right here My name is Bobby If you didn’t know now you know Homeboi leggo Holdu holdu let’s go 너와 나의 연결고리 이건 우리 안의 소리 너와 나의 연결고리 이건 우리 안의 소리 너와 나의 연결고리 이건 우리 안의 소리 너와 나의 연결고리 이건 우리 안의 소리 turn up 너와 나의 연결고리 이건 우리 안의 소리 turn up 너와 나의 연결고리 이건 우리 안의 소리 turn up 너와 나의 연결고리 이건 우리 안의 소리 turn up 너와 나의 연결고리 이건 우리 안의 소리 turn up 매일 밤마다 Hustle 어린 나이 집 떠나서 실력을 계속 벌어 욕심은 끝이 없어 너와 나의 연결 Money 힙합 End of the story Can't nobody spend it like me 나는 힙합 만수르 woah 활활 타는 박자 속에 객기와 패기란 석유는 만땅 내 차에 올라타자마자 너넨 화상 너네 Money 자랑들은 내 귀에는 빵상 몇몇의 안경이 돼줄게 잘 봐 너 말고 누가 무대 윈지 돈 없고 집 없는 외국인 노동자가 왜 독하고 왜 열심인지 B I ZICO 민호 피오 빼고 다 비켜 너넨 내가 회복시킬 타이틀 Money 를 계속 해서 찢고 있어 빌어먹을 음치 녀석들은 랩하며 계속 훼손을 시켜 만약 안 찔린다면 지금 당장 넌 BOBBY 를 씹어 너와 나의 연결고리 이건 우리 안의 소리 너와 나의 연결고리 이건 우리 안의 소리 너와 나의 연결고리 이건 우리 안의 소리 너와 나의 연결고리 이건 우리 안의 소리 turn up 너와 나의 연결고리 이건 우리 안의 소리 turn up 너와 나의 연결고리 이건 우리 안의 소리 turn up 너와 나의 연결고리 이건 우리 안의 소리 turn up 너와 나의 연결고리 이건 우리 안의 소리 turn up It ain’t over yet 네 맘대로 씨부려 난 언제나 힙합 언더그라운드 부심 따위 부신 객기와 진상 나 밖에 못하지 아이돌인데 진짜 욕하고 난리 났네 Hater 들의 핍박 따윈 관심도 없어 날 위한 걱정 싹 갖다 버려 그리고 이거나 먹어 I don't giva thing about ur 출생 연도와 이름 기름 가져와 불 붙여 타게 할게 리듬 싹 다 뒤집어 뽀록난 네 실력 내 사이로 기어 빌어먹을 너네들 비명 미래가 없는 네 현실을 견뎌 난 땀으로 웃통을 적셔 돈 버는 내 모습 노려봐 한숨과 질투를 절대 못 넘겨 커져만 가는 내 돈벌이 많은 사람들 앞에서 내 목소리 이렇게 내 꿈을 이뤄가면서 난 벌어둬 떳떳한 rap money 너네들 한참은 멀었어 Boy group 래퍼들 무대에 나와서 시계 춤추고 있네 음치면 연습해 Yo hold up DJ hold up 돈 따위는 필요 없어 어차피 나온 거 실력 보여줬음 됐어 책상 위에 발 올려 아이돌이라는 타이틀 목에 걸고서 떳떳하게 돈 벌어서 엄마 만날 수 있어 지겹도록 돈 때문에 힘들었던 우리 집 내가 지었던 이름처럼 이젠 bob by 지 I started from the bottom 이제 집 지을 차례 떨어져도 상관없어 그냥 Show me the money Hey DJ kick that thing let’s go I'm back on the microphone 지금 만큼은 이 Track으로 바꿔줘 모두 볼륨을 더 크게 높여 손을 높이 올려 Say hip hop hey I'm back on the microphone 지금 만큼은 이 Track으로 바꿔줘 모두 볼륨을 더 크게 높여 손을 높이 올려 Say hip hop hey
내가 그리웠니 (Feat. 진실 Of Mad Soul Child),MC몽,real talk It will float after every fall and everything that's been taken all Question Did you miss me or did you diss me 애써 돌아가는 너의 집 앞 골목 사람을 피해 숨은 지하 구멍 사람이 그리워 Did you miss me did you diss me Did you miss me did you diss me 내가 사는 게 독인지 벌인지 사랑 받지 못할 것을 알기에 일찍 꿈을 깼는지 엎지른 물은 또 깨질 그릇 세 살 버릇 다 끝났거든 믿을 수 있겠니 죽어가는 이 느낌 슬퍼도 울지 못해 이제는 내가 남자인 척 못해 바람에 걸린 돛대 내 방에만 몰래 걸어 놓을게 고통이란 색깔로 칠해 보통 쉽게 눈에 띄게 천 명 중의 구백 아흔 아홉 다 떠나도 너만 있어주오 hurt me hate me so did you miss me 바람이 부는 아침 같아 오늘이 익숙해서 슬픔이 익숙해져 love me want me but did you diss me 눈물이 익숙해서 슬픔이 익숙해져 소리 없이 넌 vanish 날 혼자 둔 뒤로 panic 사랑 앞에 등지고 겨우 숨쉬고 빨간 심장에 damage 내가 버린 걸까 아니면 버림 받은 걸까 뒤섞인 사건에 급히 발을 뺀 You burned a whole in my heart 우린 꽃과 꽃처럼 아름다운 이별 꽃과 꽃처럼 아름다운 만남 웃을까 비웃을까 어떡해야 내가 살까 너와의 이별은 치유와 깨달음의 시 술잔을 싹 비우지 hurt me hate me so did you miss me 바람이 부는 아침 같아 오늘이 익숙해서 슬픔이 익숙해져 love me want me but did you diss me 눈물이 익숙해서 슬픔이 익숙해져 꽃과 꽃처럼 아름다운 사랑 꽃과 꽃처럼 아름다운 이별 꽃과 꽃처럼 아름다운 만남 꽃과 꽃처럼 아름다운 사람 꽃과 꽃처럼 아름다운 사랑 꽃과 꽃처럼 아름다운 이별 꽃과 꽃처럼 아름다운 만남 꽃과 꽃처럼 아름다운 사람 내가 그리웠니 내가 그리웠니 did you miss me did you diss me 내가 사는게 독인지 돈인지 내가 그리웠니 내가 그리웠니 제발 제발 내가 그리웠니 내가 그리웠니 사랑도 사람도 추억도 이 세상도 내가 그리웠니 내가 그리웠니 너와의 이별은 치유와 깨달음의 시 술잔을 싹 비우지
왜,Supreme Team/영준 (브라운 아이드 소울),견뎌내는 것도 널 지우는 것도 후회하는 것도 변한 게 하나 없어 견뎌내는 것도 널 지우는 것도   왜.   [영준] 헤어지잔 너의 말 나를 찢어버린 그 말 차가워진 네 몸에 내 이름 대신 채워진 말 믿지 못 했어 믿을 수 없었어 My luv don't tell me a lie 내 곁에 있어줘  [Simon D] 당연히 난 장난이거나 아님 잠깐 나에게 뭔가 삐친 게 있겠지 하고 착각 했어 툴툴 대는 네 말투 줄어든 만남의 횟수 얼어붙은 네 표정 땜에 꺼져가는 내 맘의 횃불 그 어떤 아름다운 말로도 수습하기 힘든 지금 내 남은 믿음까지 시들해질 필요는 없다고 느끼는데 예전 같지 않아 화도 꾹꾹 참으면서 네 자신을 숨기는 게 네가 말해주기 전까진 내가 뭘 잘못했는지 조차 깨닫지 못하는 것 잘 알잖아 죽느니 사느니 했던 이별 앞에서도 우린 수십 번 떨어졌다가도 다시 만났잖아 마지막이라는 말도 이제 마지막이니까 잠시만이라도 나와 줘 너의 집 앞이니까 헤어지더라도 서로 얼굴은 보고 끝내 나에게 아쉬움이라도 남아있다면 좋게 끝내  [영준] 헤어지잔 너의 말 나를 찢어버린 그 말 차가워진 네 몸에 내 이름 대신 채워진 말 믿지 못 했어 믿을 수 없었어 My luv don't tell me a lie 내 곁에 있어줘  [E-Sens] 왜라니 내가 네 남자친구잖아 말 한마디로 다 떼 내 버릴 사인 아니잖아 왜라니 이렇게 툭 던져놓으면 안되지 떠나고 싶은 맘 그 맘까진 다 이해할 테니 도망가듯 떠나진 말아 얘기 좀만 더 하자 네가 못된 거야 이건 미안하단 말 그딴 건 기대도 안하니까 일단 와서 얼굴보고 말해 아직 우리 그 정도론 가까워 난 아까워 네가 버리고 싶어 하는 기억들 네 입장에서 난 사라져야 되지 그렇게 미웠고 내가 싫었으면 미리 티라도 내지 내가 심하게 눈치 없던 것도 아닌데 꼭 지금 갑자기 꺼지라는 식 으로 전부 다 밀어내야 됐는지 한번만 더 물어볼게 한번만 더 대답해 한번만 다시 생각해  [영준] 헤어지잔 너의 말 나를 찢어버린 그 말 차가워진 네 몸에 내 이름 대신 채워진 말 믿지 못 했어 믿을 수 없었어 My luv don't tell me a lie 내 곁에 있어줘  [Simon D] 내가 먼저 왜냐고 묻고 싶은 맘 도 있지만 물어봤자 돌아올 대답 도 왜 왜 왜 이렇게 꼭 힘겹게 도 끝내야 되냐고  [E-Sens] 내가 먼저 왜냐고 묻고 싶은 맘 도 있지만 물어봤자 돌아올 대답 도 다 왜 왜 왜 왜 왜 왜  [영준] 굳어버린 네 볼에 의미 없는 내 입맞춤 부끄런 내 손으로 헝클어진 널 빗어내도 마지막인데 이게 끝인 건데 My luv don't leave me alone 날 떠나가지마
Crush On You (Feat. Swings),Crush,Woo baby 잠시 가던 길을 멈춰 내가 달려갈게 서두를 필요 없어 눈이 많이 오는 홍대 길거리 어느새 달이 환하게 떴지 니 얼굴에 미소가 활짝 폈지 우린 멈출 줄 모르고 서로에게 속삭임하고 이제는 허락해줘 널 가지고 싶어 우린 이 밤을 보내고 서로의 맘을 확인하고 You make me feel good 이제 너의 눈을 감아줘 모든 준비는 끝났어 I gotta crush on you Crush on you 예쁜 너의 눈을 감아줘 내 입술이 널 부르잖아 Oh I gotta crush on you Crush on you Woo baby 네 옆에만 있으면 내 심장이 고장나나봐 터질 것 같은 걸 습관적으로 너의 허리에 내 손을 얹고 걸어 이 길을 그냥 걷는 것도 좋지만 단둘이 있고 싶지 난 우린 멈출 줄 모르고 서로에게 속삭임하고 이제는 허락해줘 널 가지고 싶어 우린 이 밤을 보내고 서로의 맘을 확인하고 You make me feel good 이제 너의 눈을 감아줘 모든 준비는 끝났어 I gotta crush on you Crush on you 예쁜 너의 눈을 감아줘 내 입술이 널 부르잖아 Oh I gotta crush on you Crush on you I gotta crush on you 넌 뭔가 겁 많고 귀엽고 조그맣고 완벽해 러시안 블루 이얼싼쓰 딱 반하는 데 걸렸던 시간 너랑 하는 게임은 Dangerous Russian roulette 내 허벅지의 사이즈가 니 허리 둘레 두명 다 외골 스타일 즉 섬이 두개 그 사이에 다리를 놨지 복제 인간 기술은 언제 개발돼 Cuz I need a copy of your sexiness 언제나 Text me Yes 슈가 Sweet 바다 Cool S E X Oops 미안 맥시패드 아니 미안 S E S 나 원래 이래 쨌든 섹스해 Oops 섹시해 I gotta crush on you And you can rush Tom Cruise with the face and the brains and your boobs grooves 우린 둘 다 성인 솔직하자 동정없이 하루종일 쪽쪽대자 진공 청소기 이제 너의 눈을 감아줘 모든 준비는 끝났어 I gotta crush on you Crush on you 예쁜 너의 눈을 감아줘 내 입술이 널 부르잖아 Oh I gotta crush on you Crush on you 이제 너의 눈을 감아줘 I gotta crush on you Crush on you 예쁜 너의 눈을 감아줘 I gotta crush on you Crush on you
Fly (Feat. Amin. J of Soulciety),에픽하이 (EPIK HIGH),E P I K FLY 힘들죠 힘들죠 오늘도 잔인한 세상은 너를 비웃고 거울앞에서도 기죽고 또 홀로 술잔을 비우고 don't know where to go 단 한번의 실수로 모든것을 잃고 고개를 숙일땐 손을 모아 날개를 피고 You Can Fly 눈을 뜨며 맞는 아침 똑같은 방향뿐인 삶의 나침반 만만한 세상에 쉽게 무릎꿇고 쉴새 없이 신세 타 타타타령만 나아 아아아 아련한 옛 꿈을 쫓던 가련한 두팔로 화려한 날개를 피고 You Can Fly Higher 저 하늘위에 새들보다 You Can Fly Higher 단 하나뿐인 그대와 나 Fly my baby 세상이 뭐라고 말해도 Fly Fly Get'em up high 누가 뭐래도 가라고 go go Fly my baby 사랑이 널두고 떠나도 Fly Fly Get'em up high Fly 그대가 가진것은 없어도 You Can Fly 사랑이 차갑게 널 버려도 You Can Fly 아픈가슴에 숨이 멎어도 You Can Fly You got to fly sky high 눈을 뜨고 바라봐도 빛은 없고 꿈을 꾸며 살아가도 길은 멀고 내 뜻대로 가도 숨을 몰아 쉬었고 진실을 말해도 돌아섰죠 아직도 찾는것을 못 찾았고 아무도 너를 사랑하지 못한다고 낙오감에 빠져도 Never die 날개를 피고 Let's go everybody Fly You Can Fly 누가 뭐래도 higher 나는 절대로 저 하늘위에 새들보다 내 꿈을 포기못해 You Can Fly 누가 뭐래도 Higher 나는 절대로 단 하나뿐인 그대와 나 내 꿈을 포기못해 Fly my baby 세상이 뭐라고 말해도 Fly Fly Get'em up high 누가 뭐래도 가라고 go go Fly my baby 사랑이 널두고 떠나도 Fly Fly Get'em up high 괜한 한숨에 지워지는 단 한번의 꿈 몇 만번의 시도위에 갈라서는 문 눈을 뜨며 살아감에 보여 희망의 연기가 모두 털어 날려버려 비관의 먼지 다 역시 나도 때론 괜한 겁이나 천천히 가 왜 꿈을 쉽게 버리나 때론 낮게 나는 새도 멀리봐 어두운 밤일수록 밝은 별은 더 빛나 Fly 세상이 뭐라고 말해도 Fly 사랑이 널두고 떠나도 E P I K 세상이 세상이 뭐라고 말해도 Fly Fly Get'em up High Fly 사랑이 사랑이 널두고 떠나도 Fly Fly Get'em up High E P I K
